timestamp;log_type;message;stacktrace
0;Log;[<b><color=#2ba198>@alreylz</color></b>] INIT ToneOrder_Tutorial TUTORIAL PHASE ;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  ToneOrder_Tutorial:DoWhenPhaseInits () (at Assets/Scripts/TutorialSystem/ToneOrder_Tutorial.cs:94).  BaseTutorialPhase:InitPhase () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:100).  BaseTutorialPhase:Start () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:115).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] alreylz.InvokeId;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  BaseTutorialPhase:InitPhase () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:110).  BaseTutorialPhase:Start () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:115).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] STARTED ToneDiffDiscern_Tutorial TUTORIAL PHASE ;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  ToneDiffDiscern_Tutorial:DoWhenPhaseStarts () (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:102).  TutorialPhase:<OnEnable>b__2_0 (string) (at Assets/Scripts/TutorialSystem/Iteration/TutorialPhase.cs:37).  BaseTutorialPhase:BeginPhase () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:126).  ExperimentTutorial:TryStartPhase (int) (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:105).  ExperimentTutorial:Begin () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:53).  ExperimentTutorial:Start () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:43).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] [PrepareSonification] Cargando el archivo <color=green>'Samples/Piano/Asharp2'</color>;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  ToneDiffDiscern_Tutorial:PrepareSonification () (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:308).  ToneDiffDiscern_Tutorial:DoWhenPreparePhaseStep (int) (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:146).  RMTutorialPhase:FirstStep () (at Assets/Scripts/TutorialSystem/Iteration/RMTutorialPhase.cs:30).  ToneDiffDiscern_Tutorial:DoWhenPhaseStarts () (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:111).  TutorialPhase:<OnEnable>b__2_0 (string) (at Assets/Scripts/TutorialSystem/Iteration/TutorialPhase.cs:37).  BaseTutorialPhase:BeginPhase () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:126).  ExperimentTutorial:TryStartPhase (int) (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:105).  ExperimentTutorial:Begin () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:53).  ExperimentTutorial:Start () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:43).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] [PrepareSonification] Cargando el archivo <color=green>'Samples/Piano/D3'</color>;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  ToneDiffDiscern_Tutorial:PrepareSonification () (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:308).  ToneDiffDiscern_Tutorial:DoWhenPreparePhaseStep (int) (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:146).  RMTutorialPhase:FirstStep () (at Assets/Scripts/TutorialSystem/Iteration/RMTutorialPhase.cs:30).  ToneDiffDiscern_Tutorial:DoWhenPhaseStarts () (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:111).  TutorialPhase:<OnEnable>b__2_0 (string) (at Assets/Scripts/TutorialSystem/Iteration/TutorialPhase.cs:37).  BaseTutorialPhase:BeginPhase () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:126).  ExperimentTutorial:TryStartPhase (int) (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:105).  ExperimentTutorial:Begin () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:53).  ExperimentTutorial:Start () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:43).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] [PrepareSonification] Cargando el archivo <color=green>'Samples/Piano/Fsharp3'</color>;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  ToneDiffDiscern_Tutorial:PrepareSonification () (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:308).  ToneDiffDiscern_Tutorial:DoWhenPreparePhaseStep (int) (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:146).  RMTutorialPhase:FirstStep () (at Assets/Scripts/TutorialSystem/Iteration/RMTutorialPhase.cs:30).  ToneDiffDiscern_Tutorial:DoWhenPhaseStarts () (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:111).  TutorialPhase:<OnEnable>b__2_0 (string) (at Assets/Scripts/TutorialSystem/Iteration/TutorialPhase.cs:37).  BaseTutorialPhase:BeginPhase () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:126).  ExperimentTutorial:TryStartPhase (int) (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:105).  ExperimentTutorial:Begin () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:53).  ExperimentTutorial:Start () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:43).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] topDeObjetosViaLista:
[Rock (2) (UnityEngine.GameObject) Asharp2]
[Rock (UnityEngine.GameObject) D3]
[Rock (1) (UnityEngine.GameObject) Fsharp3]
;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  alreylz.Utils:PrintCollection (System.Collections.IEnumerablestring) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Utils.cs:23).  ToneDiffDiscern_Tutorial:DoWhenPreparePhaseStep (int) (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:151).  RMTutorialPhase:FirstStep () (at Assets/Scripts/TutorialSystem/Iteration/RMTutorialPhase.cs:30).  ToneDiffDiscern_Tutorial:DoWhenPhaseStarts () (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:111).  TutorialPhase:<OnEnable>b__2_0 (string) (at Assets/Scripts/TutorialSystem/Iteration/TutorialPhase.cs:37).  BaseTutorialPhase:BeginPhase () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:126).  ExperimentTutorial:TryStartPhase (int) (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:105).  ExperimentTutorial:Begin () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:53).  ExperimentTutorial:Start () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:43).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>]  [<color=#f1c41d>alreylz.ActionManager</color>] Executing oneOffMethod 'ListenForObjectInsertion' ;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  alreylz.ActionManager:OneOffCall (stringSystem.Action) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/ActionManager.cs:23).  ToneDiffDiscern_Tutorial:DoWhenPreparePhaseStep (int) (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:155).  RMTutorialPhase:FirstStep () (at Assets/Scripts/TutorialSystem/Iteration/RMTutorialPhase.cs:30).  ToneDiffDiscern_Tutorial:DoWhenPhaseStarts () (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:111).  TutorialPhase:<OnEnable>b__2_0 (string) (at Assets/Scripts/TutorialSystem/Iteration/TutorialPhase.cs:37).  BaseTutorialPhase:BeginPhase () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:126).  ExperimentTutorial:TryStartPhase (int) (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:105).  ExperimentTutorial:Begin () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:53).  ExperimentTutorial:Start () (at Assets/Scripts/TutorialSystem/ExperimentTutorial.cs:43).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] INIT ToneDiffDiscern_Tutorial TUTORIAL PHASE ;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  ToneDiffDiscern_Tutorial:DoWhenPhaseInits () (at Assets/Scripts/TutorialSystem/ToneDiffDiscern_Tutorial.cs:98).  BaseTutorialPhase:InitPhase () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:100).  BaseTutorialPhase:Start () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:115).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] alreylz.InvokeId;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  BaseTutorialPhase:InitPhase () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:110).  BaseTutorialPhase:Start () (at Assets/Scripts/TutorialSystem/Base/BaseTutorialPhase.cs:115).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] [CloseExtBracerReaktor][SUBS]1 Reaction Behaviours components found subscribing...;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  CloseExtBracerReaktor:HookAllLocalBracerReactionComponents () (at Assets/Scripts/Input/Reaktor/CloseExtBracerReaktor.cs:128).  CloseExtBracerReaktor:Start () (at Assets/Scripts/Input/Reaktor/CloseExtBracerReaktor.cs:112).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] [CloseExtBracerReaktor][SUBS]1 Reaction Behaviours components found subscribing...;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  CloseExtBracerReaktor:HookAllLocalBracerReactionComponents () (at Assets/Scripts/Input/Reaktor/CloseExtBracerReaktor.cs:128).  CloseExtBracerReaktor:Start () (at Assets/Scripts/Input/Reaktor/CloseExtBracerReaktor.cs:112).  
0;Log;[<b><color=#2ba198>@alreylz</color></b>] [CloseExtBracerReaktor][SUBS]1 Reaction Behaviours components found subscribing...;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  CloseExtBracerReaktor:HookAllLocalBracerReactionComponents () (at Assets/Scripts/Input/Reaktor/CloseExtBracerReaktor.cs:128).  CloseExtBracerReaktor:Start () (at Assets/Scripts/Input/Reaktor/CloseExtBracerReaktor.cs:112).  
0;Log;[OVRManager] HMDAcquired event;UnityEngine.Debug:Log (object).  OVRManager:Update () (at Assets/Oculus/VR/Scripts/OVRManager.cs:1707).  
0;Log;[OVRManager] VrFocusAcquired event;UnityEngine.Debug:Log (object).  OVRManager:Update () (at Assets/Oculus/VR/Scripts/OVRManager.cs:1775).  
0;Log;[OVRManager] InputFocusLost event;UnityEngine.Debug:Log (object).  OVRManager:Update () (at Assets/Oculus/VR/Scripts/OVRManager.cs:1795).  
0,3533334;Log;New scene loaded WebsocketGameClient_LocalTesting index 4 mode Additive;UnityEngine.Debug:Log (object).  AdditiveLoadManager/<>c:<Start>b__2_2 (UnityEngine.SceneManagement.SceneUnityEngine.SceneManagement.LoadSceneMode) (at Assets/AdditiveLoadManager.cs:47).  UnityEngine.SceneManagement.SceneManager:Internal_SceneLoaded (UnityEngine.SceneManagement.SceneUnityEngine.SceneManagement.LoadSceneMode).  
0,3533334;Log;[OVRManager] VrFocusLost event;UnityEngine.Debug:Log (object).  OVRManager:Update () (at Assets/Oculus/VR/Scripts/OVRManager.cs:1761).  
0,3533334;Log;loading scene is done;UnityEngine.Debug:Log (object).  AdditiveLoadManager/<>c__DisplayClass2_0:<Start>b__1 (object[]) (at Assets/AdditiveLoadManager.cs:34).  coredamnwork.Executer/<Delayed>d__14:MoveNext () (at Assets/alreylz/Utils/Utils.cs:411).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
0,5401607;Log;[OVRManager] VrFocusAcquired event;UnityEngine.Debug:Log (object).  OVRManager:Update () (at Assets/Oculus/VR/Scripts/OVRManager.cs:1775).  
0,5401607;Log;[OVRManager] InputFocusAcquired event;UnityEngine.Debug:Log (object).  OVRManager:Update () (at Assets/Oculus/VR/Scripts/OVRManager.cs:1809).  
1,017762;Warning;OvrLipSync Awake: Queried SampleRate: 48000 BufferSize: 1024;UnityEngine.Debug:LogWarning (object).  OVRLipSync:Initialize () (at Assets/Oculus/LipSync/Scripts/OVRLipSync.cs:265).  OVRLipSync:CreateContext (uint&OVRLipSync/ContextProvidersintbool) (at Assets/Oculus/LipSync/Scripts/OVRLipSync.cs:309).  OVRLipSyncContextBase:Awake () (at Assets/Oculus/LipSync/Scripts/OVRLipSyncContextBase.cs:113).  UnityEngine.GameObject:AddComponent<OVRLipSyncContext> ().  OvrAvatar:ConfigureHelpers () (at Assets/Oculus/Avatar/Scripts/OvrAvatar.cs:1183).  OvrAvatar:InitPostLoad () (at Assets/Oculus/Avatar/Scripts/OvrAvatar.cs:1029).  OvrAvatar:Update () (at Assets/Oculus/Avatar/Scripts/OvrAvatar.cs:677).  
2,353359;Log;Connection established with Server. You are a game_client;UnityEngine.Debug:Log (object).  alreylz.Networking.WsMessageHandler:HandleRPCs (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsMessageHandler.cs:77).  alreylz.Networking.WsGameClient:<Start>b__38_1 (object[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsGameClient.cs:170).  alreylz.CoExecuter/<Repeating>d__11:MoveNext () (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/CoExecuter.cs:138).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
2,353359;Warning;[<b><color=#2ba198>@alreylz</color></b>] The received message could not be parsed as an RPC message [message : Connection established with Server. You are a game_client];UnityEngine.Debug:LogWarning (object).  alreylz.Debug:LogWarning (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:26).  alreylz.Networking.WsMessageHandler:HandleRPCs (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsMessageHandler.cs:105).  alreylz.Networking.WsGameClient:<Start>b__38_1 (object[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsGameClient.cs:170).  alreylz.CoExecuter/<Repeating>d__11:MoveNext () (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/CoExecuter.cs:138).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
2,353359;Warning;[<b><color=#2ba198>@alreylz</color></b>] Couldn't parse the incoming message into a websocket base message:
 <color=#842cde>'Connection established with Server. You are a game_client'</color>;UnityEngine.Debug:LogWarning (object).  alreylz.Debug:LogWarning (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:26).  alreylz.Networking.WsGameClient:<Start>b__38_1 (object[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsGameClient.cs:181).  alreylz.CoExecuter/<Repeating>d__11:MoveNext () (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/CoExecuter.cs:138).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
2,353359;Log;[<b><color=#2ba198>@alreylz</color></b>] [alreylz.Networking.WsGameClient] Processed an incoming WS message.;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  alreylz.Networking.WsGameClient:<Start>b__38_1 (object[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsGameClient.cs:185).  alreylz.CoExecuter/<Repeating>d__11:MoveNext () (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/CoExecuter.cs:138).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
3,005525;Log;[AddBracerUntracked] Asignando Untracked LH bracer;UnityEngine.Debug:Log (object).  AddBracerUntracked/<Start>d__3:MoveNext () (at Assets/AddBracerUntracked.cs:39).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
3,005525;Log;[AddBracerUntracked] Asignando Untracked RH bracer;UnityEngine.Debug:Log (object).  AddBracerUntracked/<Start>d__3:MoveNext () (at Assets/AddBracerUntracked.cs:30).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
3,615616;Log;[OVRManager] OnApplicationFocus(false);UnityEngine.Debug:Log (object).  OVRManager:OnApplicationFocus (bool) (at Assets/Oculus/VR/Scripts/OVRManager.cs:2059).  UnityEditor.HostView:OnLostFocus ().  
10,37023;Log;{"MessageType":0"OpCode":"StartExperiment""Data":{"participant-id":"4""experiment-id":"1"}"Options":{"trials-per-block":"2""session-id":"1""wait-between-trials":"1"}};UnityEngine.Debug:Log (object).  alreylz.Networking.WsMessageHandler:HandleRPCs (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsMessageHandler.cs:77).  alreylz.Networking.WsGameClient:<Start>b__38_1 (object[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsGameClient.cs:170).  alreylz.CoExecuter/<Repeating>d__11:MoveNext () (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/CoExecuter.cs:138).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
10,37023;Log;[<b><color=#2ba198>@alreylz</color></b>] [alreylz.Networking.WsMessageHandler] RPC message being handled with OpCode = 'StartExperiment' .;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  alreylz.Networking.WsMessageHandler:HandleRPCs (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsMessageHandler.cs:87).  alreylz.Networking.WsGameClient:<Start>b__38_1 (object[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsGameClient.cs:170).  alreylz.CoExecuter/<Repeating>d__11:MoveNext () (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/CoExecuter.cs:138).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
10,37023;Log;[<b><color=#2ba198>@alreylz</color></b>] data: {participant-id:4experiment-id:1};UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  alreylz.Networking.WsMessageHandler:HandleRPCs (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsMessageHandler.cs:95).  alreylz.Networking.WsGameClient:<Start>b__38_1 (object[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsGameClient.cs:170).  alreylz.CoExecuter/<Repeating>d__11:MoveNext () (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/CoExecuter.cs:138).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
10,37023;Log;[<b><color=#2ba198>@alreylz</color></b>] options: {trials-per-block:2session-id:1wait-between-trials:1};UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  alreylz.Networking.WsMessageHandler:HandleRPCs (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsMessageHandler.cs:96).  alreylz.Networking.WsGameClient:<Start>b__38_1 (object[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsGameClient.cs:170).  alreylz.CoExecuter/<Repeating>d__11:MoveNext () (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/CoExecuter.cs:138).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
10,37023;Log;[<b><color=#2ba198>@alreylz</color></b>]  Executing Experiment Start RPC;UnityEngine.Debug:Log (object).  alreylz.Debug:Log (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/Debug.cs:21).  Experiment2_RPC_Implementation:ExperimentStart (System.Collections.Generic.Dictionary`2<string string>System.Collections.Generic.Dictionary`2<string string>) (at Assets/Scripts/IXCI/Experiment2_RPC_Implementation.cs:32).  UnityEngine.Events.UnityEvent`2<System.Collections.Generic.Dictionary`2<string string> System.Collections.Generic.Dictionary`2<string string>>:Invoke (System.Collections.Generic.Dictionary`2<string string>System.Collections.Generic.Dictionary`2<string string>).  alreylz.Networking.WsMessageHandler:HandleRPCs (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsMessageHandler.cs:99).  alreylz.Networking.WsGameClient:<Start>b__38_1 (object[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsGameClient.cs:170).  alreylz.CoExecuter/<Repeating>d__11:MoveNext () (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/CoExecuter.cs:138).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
10,37023;Log;LATIN SQUARE : 
-----------------------------
[PPID1]      SIZE  SIZE_AND_AUDIO  SIZE_AND_VIBRATION_AND_AUDIO  SIZE_AND_VIBRATION 
[PPID2]      SIZE_AND_AUDIO  SIZE_AND_VIBRATION  SIZE  SIZE_AND_VIBRATION_AND_AUDIO 
[PPID3]      SIZE_AND_VIBRATION  SIZE_AND_VIBRATION_AND_AUDIO  SIZE_AND_AUDIO  SIZE 
[PPID4]      SIZE_AND_VIBRATION_AND_AUDIO  SIZE  SIZE_AND_VIBRATION  SIZE_AND_AUDIO ;UnityEngine.Debug:Log (object).  LatinSquare:GetLatinSquareFromNamedConditions (string[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/LatinSquare.cs:39).  ExperimentSetup:StartSession () (at Assets/Scripts/ExperimentSetup/ExperimentSetup.cs:230).  Experiment2_RPC_Implementation:ExperimentStart (System.Collections.Generic.Dictionary`2<string string>System.Collections.Generic.Dictionary`2<string string>) (at Assets/Scripts/IXCI/Experiment2_RPC_Implementation.cs:49).  UnityEngine.Events.UnityEvent`2<System.Collections.Generic.Dictionary`2<string string> System.Collections.Generic.Dictionary`2<string string>>:Invoke (System.Collections.Generic.Dictionary`2<string string>System.Collections.Generic.Dictionary`2<string string>).  alreylz.Networking.WsMessageHandler:HandleRPCs (string) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsMessageHandler.cs:99).  alreylz.Networking.WsGameClient:<Start>b__38_1 (object[]) (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Networking/WebSockets/WsGameClient.cs:170).  alreylz.CoExecuter/<Repeating>d__11:MoveNext () (at Assets/Plugins/utd/Assets/Scripts [alreylz]/Utils/CoExecuter.cs:138).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
10,37023;Log;LATIN SQUARE : 
-----------------------------
[PPID1]      SIZE  SIZE_AND_AUDIO  SIZE_AND_VIBRATION_AND_AUDIO  SIZE_AND_VIBRATION 
